SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,wave,treated,post,did,emp
223,3,1,1,1,0,0,0,0,0,2,3.0,20.0,3.00,5.05,2,7.00,15.00,1.01,1.01,0.94,3,2,,2,1,1,1,23.0
225,3,1,1,1,0,0,0,0,0,.,12.0,25.0,4.00,5.05,2,6.00,17.00,1.01,1.01,0.94,5,3,,2,1,1,1,37.0
226,4,0,1,1,0,0,0,0,0,1,0.0,26.0,2.00,5.30,1,10.50,10.50,1.00,0.85,0.94,2,2,,2,1,1,1,26.0
228,4,0,1,1,0,0,0,0,0,.,11.0,19.0,3.00,5.05,1,10.50,12.50,1.00,0.84,0.89,2,.,,2,1,1,1,30.0
229,1,0,1,0,0,1,0,0,0,.,22.0,11.0,3.00,5.50,2,8.50,13.50,1.01,0.94,0.94,4,3,,2,1,1,1,33.0
230,1,0,1,0,0,1,0,0,0,.,15.0,17.0,3.00,5.05,1,7.00,17.00,1.05,0.94,0.94,3,2,,2,1,1,1,32.0
232,1,0,1,0,0,1,0,0,0,3,18.0,10.0,4.00,5.05,2,7.00,15.00,1.05,0.95,0.95,3,2,,2,1,1,1,28.0
233,1,0,1,0,0,1,0,0,0,.,15.0,7.0,3.00,5.05,2,7.00,16.00,1.05,0.94,0.94,2,2,,2,1,1,1,22.0
235,1,0,1,0,0,1,0,0,0,4,,28.0,3.00,5.05,2,8.00,15.00,1.11,1.11,1.03,4,2,,2,1,1,1,
237,1,0,1,0,0,1,0,0,0,.,9.0,17.0,4.00,5.05,2,7.00,15.50,0.94,0.94,1.00,2,2,,2,1,1,1,26.0
238,2,1,1,0,0,1,0,0,0,.,25.0,15.0,5.00,5.05,1,11.00,12.00,1.05,1.05,2.32,5,3,,2,1,1,1,40.0
239,2,0,1,0,0,1,0,0,0,.,0.0,19.0,2.00,5.05,1,10.50,12.50,1.05,0.84,2.32,5,3,,2,1,1,1,19.0
243,3,1,1,0,0,1,0,0,0,.,7.0,22.0,3.00,5.05,2,7.00,15.50,1.11,1.06,1.05,6,2,,2,1,1,1,29.0
244,3,1,1,0,0,1,0,0,0,.,16.0,12.0,6.00,5.05,2,7.00,17.00,1.11,1.12,1.05,5,3,,2,1,1,1,28.0
247,4,0,1,0,0,1,0,0,0,7,0.0,40.0,4.00,5.05,2,10.50,15.50,1.11,1.09,2.07,2,2,,2,1,1,1,40.0
248,4,0,1,0,0,1,0,0,0,.,10.0,14.0,6.00,5.05,2,10.00,16.00,1.37,0.95,2.03,2,1,,2,1,1,1,24.0
249,1,0,1,1,0,0,0,0,1,.,10.0,12.0,3.00,5.05,1,7.00,15.00,1.01,1.01,0.94,3,2,,2,1,1,1,22.0
250,2,1,1,1,0,0,0,0,1,.,2.0,4.0,3.00,5.05,1,11.00,10.00,0.94,0.84,2.52,5,3,,2,1,1,1,6.0
253,3,1,1,1,0,0,0,0,0,.,4.0,8.0,6.00,5.05,2,7.00,16.00,1.23,1.11,2.28,3,2,,2,1,1,1,12.0
257,1,0,1,1,0,0,0,0,1,2,,,.,.,.,.,.,.,.,.,.,.,,2,1,1,1,
258,1,0,1,1,0,0,0,0,0,.,20.0,18.0,3.00,5.05,2,6.00,18.00,1.08,0.94,0.84,3,3,,2,1,1,1,38.0
260,1,1,1,1,0,0,0,0,0,.,4.0,26.0,5.00,5.05,2,7.00,16.00,1.09,0.94,0.93,3,3,,2,1,1,1,30.0
262,1,0,1,1,0,0,0,0,0,.,0.0,22.5,3.00,5.05,2,6.50,17.50,1.08,1.02,0.87,3,3,,2,1,1,1,22.5
264,1,0,1,1,0,0,0,0,0,2,0.0,23.0,5.00,5.05,2,7.00,16.00,1.05,1.11,0.94,3,3,,2,1,1,1,23.0
265,1,0,1,1,0,0,0,0,0,1,0.0,0.0,0.00,.,.,.,.,.,.,.,.,.,,2,1,1,1,0.0
267,1,0,1,1,0,0,0,0,0,.,30.0,25.0,5.00,5.05,3,7.00,16.00,1.05,0.88,0.91,3,2,,2,1,1,1,55.0
269,2,1,1,1,0,0,0,0,0,3,10.0,3.0,4.00,5.05,2,11.00,11.00,0.94,0.73,2.32,4,3,,2,1,1,1,13.0
273,2,1,1,1,0,0,0,0,0,2,2.0,11.0,3.00,5.05,1,11.00,10.00,0.95,0.74,2.32,4,3,,2,1,1,1,13.0
275,2,1,1,1,0,0,0,0,0,2,1.0,8.0,2.00,5.05,1,11.00,10.50,0.94,0.73,2.32,4,2,,2,1,1,1,9.0
277,2,1,1,1,0,0,0,0,0,1,1.0,14.0,3.00,5.05,1,11.00,10.00,0.94,0.73,2.32,3,3,,2,1,1,1,15.0
278,2,1,1,1,0,0,0,0,0,.,0.0,9.0,4.00,5.05,1,11.00,11.00,0.95,0.73,2.32,5,3,,2,1,1,1,9.0
282,3,1,1,1,0,0,0,0,0,1,0.0,0.0,0.00,.,.,.,.,.,.,.,.,.,,2,1,1,1,0.0
284,3,1,1,1,0,0,0,0,0,1,6.0,12.0,3.00,5.05,2,6.00,16.00,1.01,1.01,0.94,4,3,,2,1,1,1,18.0
285,3,1,1,1,0,0,0,0,0,.,3.0,15.0,3.00,5.05,2,6.00,16.00,1.01,1.01,1.01,4,2,,2,1,1,1,18.0
286,3,1,1,1,0,0,0,0,0,1,2.0,15.0,3.00,5.05,2,10.00,11.50,1.02,1.01,0.94,2,1,,2,1,1,1,17.0
287,3,1,1,1,0,0,0,0,0,.,2.0,15.0,3.00,5.05,2,6.00,16.00,1.01,1.01,0.94,5,3,,2,1,1,1,17.0
288,3,1,1,1,0,0,0,0,0,.,5.0,9.0,3.00,5.05,2,6.00,16.00,1.01,1.01,0.89,5,2,,2,1,1,1,14.0
289,3,1,1,1,0,0,0,0,0,.,3.0,10.0,2.00,5.05,2,7.00,15.00,1.01,1.01,2.00,6,3,,2,1,1,1,13.0
290,4,0,1,1,0,0,0,0,0,1,0.0,23.0,2.00,5.05,1,10.50,11.50,1.00,0.85,0.94,2,2,,2,1,1,1,23.0
291,4,0,1,1,0,0,0,0,0,.,5.0,16.0,3.00,5.10,2,10.50,11.50,1.00,0.85,0.94,2,2,,2,1,1,1,21.0
292,4,0,1,1,0,0,0,0,1,.,15.0,11.0,3.00,5.05,1,7.00,16.00,1.00,0.84,2.69,2,2,,2,1,1,1,26.0
295,1,0,1,0,0,1,0,0,0,1,,21.0,4.00,5.05,2,6.00,18.00,1.05,0.94,0.94,3,3,,2,1,1,1,
297,1,1,1,0,0,1,0,0,0,2,15.0,30.0,4.00,5.05,2,7.00,16.00,1.05,0.94,0.98,3,2,,2,1,1,1,45.0
303,3,1,1,0,0,1,0,0,0,.,12.0,35.0,3.00,5.05,2,7.00,16.00,1.05,1.05,1.05,5,3,,2,1,1,1,47.0
304,3,0,1,0,0,1,0,0,0,.,10.0,15.0,4.00,5.05,1,0.00,24.00,1.40,1.29,1.05,5,5,,2,1,1,1,25.0
305,3,1,1,0,0,1,0,0,0,1,5.0,22.0,4.00,5.05,1,6.00,18.00,1.37,1.31,1.05,5,4,,2,1,1,1,27.0
307,3,1,1,0,0,1,0,0,0,1,25.0,25.0,6.00,5.20,2,0.00,24.00,1.26,.,1.05,5,5,,2,1,1,1,50.0
310,4,0,1,0,0,1,0,0,0,.,3.0,23.0,3.00,5.05,2,10.50,11.50,0.97,0.90,2.06,2,2,,2,1,1,1,26.0
312,1,0,1,1,0,0,0,0,1,.,3.0,2.0,3.00,5.05,1,9.00,10.00,1.26,1.05,1.02,3,1,,2,1,1,1,5.0
313,1,0,1,1,0,0,0,0,1,.,0.0,30.0,.,5.05,1,7.00,15.00,1.00,1.01,0.89,3,3,,2,1,1,1,30.0
314,1,0,1,1,0,0,0,0,1,.,15.0,6.0,4.00,5.25,1,6.00,16.00,1.05,0.74,0.94,3,3,,2,1,1,1,21.0
316,1,1,1,1,0,0,0,0,1,.,12.0,14.0,3.00,5.05,2,7.00,16.00,1.05,0.94,0.94,.,.,,2,1,1,1,26.0
317,1,0,1,1,0,0,0,0,1,1,4.0,0.0,3.00,5.05,1,8.00,10.50,1.26,1.05,1.05,2,1,,2,1,1,1,4.0
318,2,0,1,1,0,0,0,0,1,.,7.0,6.0,4.00,5.05,1,10.50,11.50,1.11,0.95,2.59,3,3,,2,1,1,1,13.0
319,2,0,1,1,0,0,0,0,1,.,22.0,4.0,3.00,5.05,1,10.50,11.50,0.95,0.90,2.43,4,3,,2,1,1,1,26.0
322,3,1,1,1,0,0,0,0,1,1,12.0,5.0,4.00,5.05,2,7.00,15.00,0.96,1.01,0.94,6,3,,2,1,1,1,17.0
325,3,1,1,1,0,0,0,0,1,.,1.0,15.0,3.00,5.05,2,7.00,15.00,1.02,1.01,1.01,6,3,,2,1,1,1,16.0
333,1,0,1,0,1,0,0,0,0,.,3.0,20.0,3.00,5.05,2,7.00,15.00,1.04,0.87,0.87,3,3,,2,1,1,1,23.0
336,1,0,1,1,0,0,0,0,0,.,10.0,20.0,5.00,5.05,2,6.00,16.00,0.95,1.05,0.94,3,3,,2,1,1,1,30.0
337,1,1,1,1,0,0,0,0,0,.,25.0,5.0,3.00,5.05,2,7.00,17.00,.,.,.,.,.,,2,1,1,1,30.0
339,1,1,1,1,0,0,0,0,0,.,5.0,9.0,2.00,5.05,1,7.00,16.00,0.95,0.95,0.95,3,3,,2,1,1,1,14.0
340,1,0,1,1,0,0,0,0,0,.,15.0,17.0,2.00,5.05,2,6.00,16.00,1.05,0.84,0.84,5,4,,2,1,1,1,32.0
341,2,1,1,1,0,0,0,0,0,.,3.0,7.0,3.00,5.05,1,11.00,11.00,0.90,0.84,2.32,4,2,,2,1,1,1,10.0
343,2,1,1,1,0,0,0,0,0,4,4.0,11.0,2.00,5.05,2,11.00,12.00,0.95,0.85,2.32,4,3,,2,1,1,1,15.0
346,2,1,1,1,0,0,0,0,0,.,3.0,12.0,3.00,.,1,11.00,11.00,0.85,.,.,.,.,,2,1,1,1,15.0
348,3,1,1,0,1,0,0,0,0,1,0.0,0.0,0.00,.,.,.,.,.,.,.,.,.,,2,1,1,1,0.0
350,3,1,1,1,0,0,0,0,0,1,5.0,20.0,2.00,5.05,2,6.00,17.00,1.01,1.01,0.89,5,4,,2,1,1,1,25.0
351,3,1,1,1,0,0,0,0,0,2,10.0,20.0,4.00,5.05,2,6.00,16.00,1.01,1.01,0.73,4,2,,2,1,1,1,30.0
352,3,1,1,0,0,1,0,0,0,9,,,.,.,.,.,.,0.95,0.95,0.89,.,.,,2,1,1,1,
353,3,1,1,1,0,0,0,0,0,4,,31.0,4.00,5.05,2,6.00,16.00,1.01,1.01,0.89,3,3,,2,1,1,1,
355,4,0,1,0,1,0,0,0,0,.,3.0,17.0,2.00,.,1,10.50,11.50,1.00,0.85,0.89,2,2,,2,1,1,1,20.0
359,1,1,1,1,0,0,0,0,0,.,0.0,26.0,4.00,5.05,2,7.00,16.00,1.05,0.87,0.82,3,2,,2,1,1,1,26.0
360,1,0,1,1,0,0,0,0,0,.,5.0,32.0,7.00,5.05,2,7.00,16.00,1.05,0.87,0.82,3,3,,2,1,1,1,37.0
361,1,0,1,1,0,0,0,0,0,.,4.0,23.0,6.00,5.05,2,7.00,16.00,0.90,0.93,0.92,3,2,,2,1,1,1,27.0
362,2,0,1,1,0,0,0,0,0,.,24.0,4.0,4.00,5.05,1,10.50,12.50,1.05,0.84,2.43,5,3,,2,1,1,1,28.0
363,2,0,1,1,0,0,0,0,0,.,14.0,7.0,2.00,5.20,2,10.50,12.50,1.01,0.80,2.43,4,4,,2,1,1,1,21.0
364,2,0,1,1,0,0,0,0,0,.,1.0,30.0,4.00,5.05,1,10.50,12.50,1.05,0.84,2.43,5,3,,2,1,1,1,31.0
366,3,0,1,1,0,0,0,0,0,1,1.0,19.0,4.00,5.05,2,10.50,11.50,1.01,0.90,0.63,4,3,,2,1,1,1,20.0
368,4,0,1,1,0,0,0,0,0,.,0.0,25.0,2.00,5.05,1,10.50,11.50,1.00,0.85,0.95,2,2,,2,1,1,1,25.0
369,1,1,1,0,0,1,0,0,0,.,0.0,0.0,0.00,.,.,.,.,.,.,.,.,.,,2,1,1,1,0.0
370,1,0,1,0,0,1,0,0,0,.,26.0,5.0,3.00,5.05,3,7.00,16.00,.,.,.,3,2,,2,1,1,1,31.0
376,1,0,1,0,0,1,0,0,0,2,0.0,17.0,3.00,5.05,2,8.00,14.00,1.26,1.01,1.00,3,3,,2,1,1,1,17.0
377,1,0,1,0,0,1,0,0,0,.,11.0,12.0,3.00,5.05,2,8.00,14.00,1.05,0.95,0.94,3,1,,2,1,1,1,23.0
379,1,0,1,0,0,1,0,0,0,1,28.0,6.0,3.00,5.05,1,7.00,16.00,1.06,1.06,1.06,3,2,,2,1,1,1,34.0
380,1,0,1,0,0,1,0,0,0,.,15.0,14.0,3.00,5.05,1,7.00,16.00,1.05,0.94,0.94,3,2,,2,1,1,1,29.0
383,1,0,1,0,0,1,0,0,0,2,7.0,2.0,2.00,5.05,1,7.00,16.00,1.16,1.01,1.05,2,2,,2,1,1,1,9.0
384,1,0,1,0,0,1,0,0,0,.,0.0,30.0,3.00,5.05,3,7.00,16.00,1.05,1.05,0.89,3,2,,2,1,1,1,30.0
385,1,0,1,0,0,1,0,0,0,4,15.0,14.0,3.00,5.05,2,7.00,17.00,1.16,1.22,0.41,3,3,,2,1,1,1,29.0
386,1,0,1,0,0,1,0,0,0,.,14.0,10.0,4.00,5.05,1,7.00,17.00,1.05,0.95,0.95,4,2,,2,1,1,1,24.0
391,2,0,1,0,0,1,0,0,0,2,12.0,7.0,2.00,5.05,2,11.00,10.00,1.05,1.05,2.64,4,3,,2,1,1,1,19.0
393,2,1,1,0,0,1,0,0,0,3,18.0,4.0,3.00,5.25,1,11.00,11.00,1.16,1.26,2.75,3,2,,2,1,1,1,22.0
396,3,1,1,0,0,1,0,0,0,.,8.0,30.0,3.00,5.40,2,7.00,16.00,1.11,1.05,1.05,5,3,,2,1,1,1,38.0
397,3,1,1,0,0,1,0,0,0,9,6.0,15.0,3.00,5.05,2,6.00,17.00,1.17,1.06,2.11,4,3,,2,1,1,1,21.0
398,3,1,1,0,0,1,0,0,0,2,25.0,15.0,3.00,5.05,2,6.00,17.00,1.11,1.06,1.05,5,3,,2,1,1,1,40.0
399,3,1,1,0,0,1,0,0,0,.,18.0,18.0,4.00,5.05,2,7.00,16.00,1.26,1.08,1.05,7,4,,2,1,1,1,36.0
400,3,1,1,0,0,1,0,0,0,.,8.0,24.0,3.00,5.05,2,7.00,16.00,1.17,1.01,1.05,5,3,,2,1,1,1,32.0
401,3,0,1,0,0,1,0,0,0,2,5.0,27.0,4.00,5.05,2,6.00,16.00,1.12,1.05,1.05,6,4,,2,1,1,1,32.0
402,3,1,1,0,0,1,0,0,0,.,17.0,5.0,2.00,5.05,2,7.00,15.00,1.11,1.05,1.05,4,1,,2,1,1,1,22.0
405,3,1,1,0,0,1,0,0,0,.,1.5,15.0,3.00,5.05,2,7.00,16.00,1.12,1.01,1.05,6,3,,2,1,1,1,16.5
410,1,0,1,0,0,1,0,0,0,.,0.0,35.0,3.00,5.05,2,7.00,16.00,1.19,0.98,1.01,4,3,,2,1,1,1,35.0
411,1,0,1,0,0,1,0,0,0,.,4.0,36.0,3.00,5.05,2,7.00,16.00,1.15,1.01,1.01,5,4,,2,1,1,1,40.0
412,2,0,1,0,1,0,0,0,0,.,0.0,13.0,2.00,5.05,1,11.00,11.00,1.15,1.05,2.64,5,3,,2,1,1,1,13.0
413,1,0,1,0,0,1,0,0,0,.,0.0,20.0,3.00,5.05,1,7.00,17.00,1.11,1.01,1.05,4,2,,2,1,1,1,20.0
414,1,0,1,0,0,1,0,0,0,.,13.0,9.0,4.00,5.05,3,7.00,16.00,1.15,0.95,1.13,4,3,,2,1,1,1,22.0
415,1,0,1,0,0,1,0,0,0,.,0.0,38.0,4.00,5.05,2,7.00,16.00,1.05,0.90,1.04,4,2,,2,1,1,1,38.0
417,1,1,1,0,0,1,0,0,0,.,13.0,17.0,4.00,5.05,3,7.00,16.00,1.11,1.09,1.00,3,2,,2,1,1,1,30.0
418,1,0,1,0,0,1,0,0,0,.,0.0,35.0,4.00,5.05,2,7.00,16.00,1.03,0.90,0.59,3,3,,2,1,1,1,35.0
419,2,1,1,0,0,1,0,0,0,4,5.0,5.0,2.00,5.05,1,11.00,11.00,1.05,0.84,2.53,4,3,,2,1,1,1,10.0
421,2,1,1,0,0,1,0,0,0,3,25.0,7.0,8.00,5.05,2,10.50,13.00,1.05,0.84,2.32,4,2,,2,1,1,1,32.0
422,2,0,1,0,0,1,0,0,0,2,5.0,10.0,6.00,5.05,1,11.00,11.00,1.01,0.84,2.32,4,4,,2,1,1,1,15.0
423,2,1,1,0,0,1,0,0,0,1,19.0,3.5,3.00,5.25,1,11.00,11.00,1.05,0.84,2.32,3,2,,2,1,1,1,22.5
424,2,1,1,0,0,1,0,0,0,1,12.0,3.0,4.00,5.25,1,11.00,14.00,1.05,0.94,2.32,5,3,,2,1,1,1,15.0
426,3,1,1,0,0,1,0,0,0,.,5.0,25.0,3.00,5.05,2,6.00,18.00,1.11,1.05,1.05,6,5,,2,1,1,1,30.0
427,4,0,1,0,0,1,0,0,0,4,0.0,35.0,3.00,5.05,2,10.50,12.50,1.11,1.09,2.07,2,2,,2,1,1,1,35.0
428,4,0,1,0,0,1,0,0,0,.,10.0,24.0,3.00,5.14,2,10.50,12.50,1.05,0.89,2.11,2,2,,2,1,1,1,34.0
